price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,age,dist_city_center_km
3681000,4900,3,2,1,no,no,no,no,no,1,no,furnished,9.0,28.4
1959000,700,5,1,2,no,no,no,yes,yes,1,yes,semi-furnished,19.0,3.7
3968000,5381,2,1,2,yes,no,no,no,yes,1,yes,furnished,11.0,3.7
3093000,4992,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,5.0,1.7
5405000,7032,4,3,1,yes,no,no,yes,no,2,yes,furnished,10.0,1.0
4968000,9568,4,4,1,yes,no,no,no,yes,1,no,unfurnished,9.0,10.8
3965000,7978,4,2,1,yes,no,yes,no,no,1,no,semi-furnished,21.0,11.8
2440000,4908,3,1,1,yes,yes,no,no,no,1,no,semi-furnished,48.0,27.8
2502000,3066,2,1,1,yes,no,no,no,yes,0,no,furnished,6.0,11.9
5662000,11161,4,3,1,no,yes,yes,no,no,1,no,furnished,17.0,2.2
4023000,5630,3,2,2,yes,yes,no,no,no,0,yes,furnished,1.0,0.3
3027000,5531,2,2,1,yes,no,no,no,no,0,yes,unfurnished,18.0,33.8
4097000,5447,4,3,4,yes,yes,no,no,no,2,no,unfurnished,6.0,3.3
5101000,5936,3,2,1,yes,yes,no,no,yes,2,yes,furnished,0.0,3.0
3591000,5182,4,3,1,no,no,no,no,no,2,no,semi-furnished,5.0,18.9
3551000,4238,4,1,2,yes,yes,yes,no,no,1,yes,semi-furnished,11.0,7.0
4142000,4297,2,2,1,yes,no,no,no,no,2,yes,furnished,2.0,1.9
3995000,5428,1,3,3,yes,yes,yes,no,yes,3,no,unfurnished,31.0,17.6
2802000,4304,4,1,1,yes,no,yes,yes,no,2,no,furnished,1.0,40.1
3215000,3932,4,2,3,no,no,yes,no,no,2,no,semi-furnished,32.0,0.7
4290000,5734,4,1,3,yes,yes,yes,no,yes,1,no,semi-furnished,15.0,15.9
4014000,4939,4,4,2,yes,no,yes,no,no,3,no,semi-furnished,5.0,4.0
4937000,8809,4,1,2,yes,no,yes,yes,no,1,yes,unfurnished,6.0,5.9
2956000,700,6,2,2,yes,yes,yes,no,yes,0,yes,unfurnished,16.0,19.7
3707000,7901,3,1,2,yes,no,no,no,no,1,no,unfurnished,11.0,29.0
5546000,8241,3,2,2,yes,yes,yes,no,yes,0,no,semi-furnished,13.0,2.4
2524000,939,3,1,1,yes,yes,no,no,yes,3,no,furnished,6.0,1.9
2955000,4746,2,1,1,no,yes,no,no,yes,1,yes,unfurnished,8.0,0.7
3731000,4683,3,2,2,yes,no,no,no,yes,1,yes,unfurnished,55.0,6.6
3644000,2403,3,3,2,yes,no,yes,no,yes,2,no,semi-furnished,3.0,0.3
2290000,3789,5,1,3,no,no,no,no,no,1,no,unfurnished,6.0,4.2
2489000,3057,3,1,1,yes,no,yes,no,yes,0,no,furnished,4.0,0.6
5826000,9355,3,3,3,yes,no,yes,no,no,2,yes,semi-furnished,17.0,4.2
4289000,7558,3,2,1,yes,no,no,no,no,2,no,furnished,17.0,0.3
4503000,8297,2,3,2,yes,no,no,no,no,1,no,semi-furnished,4.0,14.4
3630000,7088,1,1,1,yes,no,no,no,no,2,yes,unfurnished,1.0,1.9
2608000,3016,3,2,2,yes,yes,no,no,no,0,no,semi-furnished,0.0,3.2
2397000,4346,2,1,1,yes,no,no,no,no,0,no,unfurnished,7.0,16.3
4611000,6577,4,1,2,yes,no,yes,no,yes,0,no,semi-furnished,6.0,11.0
2801000,2811,5,2,3,yes,no,yes,no,no,1,no,semi-furnished,53.0,2.0
5302000,7069,5,2,2,yes,no,no,no,no,2,no,unfurnished,8.0,0.6
4892000,4971,4,3,2,yes,no,no,no,yes,2,no,furnished,4.0,10.1
3734000,4675,2,1,3,yes,no,yes,no,no,1,yes,unfurnished,27.0,4.0
4746000,7064,5,2,2,yes,no,no,no,no,1,no,furnished,8.0,11.6
5635000,6477,5,2,2,yes,no,yes,yes,yes,2,no,semi-furnished,11.0,4.7
3730000,4706,2,4,1,yes,yes,no,no,no,0,yes,semi-furnished,1.0,3.4
4037000,8051,4,1,3,yes,no,no,no,no,0,no,unfurnished,6.0,4.8
1969000,3122,3,1,2,no,no,no,no,no,3,no,semi-furnished,35.0,11.0
3741000,6855,4,2,1,yes,no,yes,no,no,2,no,semi-furnished,11.0,18.6
4468000,6805,6,2,1,yes,no,no,no,no,3,no,unfurnished,5.0,0.4
3567000,4819,1,1,3,yes,no,no,no,yes,1,yes,semi-furnished,12.0,5.9
4423000,6217,5,3,1,yes,yes,yes,no,no,2,no,unfurnished,29.0,0.3
3055000,2748,4,1,4,yes,no,yes,no,yes,0,no,semi-furnished,4.0,5.1
5041000,7533,6,3,1,no,no,no,no,no,1,yes,furnished,8.0,17.3
3783000,5093,3,1,3,no,no,no,no,yes,1,no,semi-furnished,38.0,3.6
3961000,4350,4,2,2,yes,no,yes,no,yes,1,no,furnished,2.0,21.6
5253000,7808,2,3,2,yes,yes,no,no,no,0,yes,furnished,15.0,8.0
2913000,3950,3,1,3,yes,no,no,yes,no,1,no,semi-furnished,11.0,21.8
2516000,2401,2,4,2,yes,no,yes,no,yes,0,no,furnished,14.0,11.3
2582000,2075,6,2,2,yes,no,no,no,no,2,yes,unfurnished,5.0,0.9
5109000,6833,4,4,1,no,no,yes,no,no,1,no,semi-furnished,5.0,2.1
2654000,2683,5,2,1,no,no,yes,no,yes,0,no,semi-furnished,14.0,4.0
5213000,9361,5,1,1,no,no,yes,no,yes,0,yes,semi-furnished,3.0,1.5
1351000,920,2,1,2,yes,no,no,no,no,0,no,unfurnished,7.0,5.5
5254000,9232,3,1,1,yes,no,no,no,no,2,yes,furnished,3.0,5.1
3989000,5964,2,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,0.0,25.0
3991000,5287,2,1,2,yes,no,no,no,no,2,yes,semi-furnished,42.0,4.5
3083000,4301,2,1,2,yes,no,no,no,no,0,no,semi-furnished,7.0,12.3
3750000,6378,3,2,2,yes,yes,yes,no,yes,0,no,semi-furnished,42.0,22.8
4055000,5417,3,3,1,yes,no,no,no,yes,2,no,unfurnished,2.0,16.8
4053000,7927,2,1,1,yes,yes,no,no,yes,2,no,unfurnished,11.0,1.9
3208000,5751,2,1,3,yes,yes,no,no,no,0,no,unfurnished,3.0,5.5
3772000,5831,2,2,1,yes,no,no,no,yes,2,yes,furnished,19.0,3.4
3465000,4700,6,1,3,yes,no,yes,no,yes,1,no,semi-furnished,18.0,4.1
3914000,5375,4,1,3,yes,no,no,no,no,2,yes,unfurnished,1.0,3.6
4714000,6177,6,1,3,yes,yes,yes,no,yes,2,yes,semi-furnished,29.0,14.0
2556000,1738,3,3,1,yes,no,no,no,no,2,no,unfurnished,3.0,4.8
3474000,2534,3,3,3,yes,no,no,no,yes,3,yes,semi-furnished,11.0,5.9
4022000,7135,4,2,3,yes,no,yes,no,no,0,no,unfurnished,51.0,32.3
4352000,5876,3,2,2,yes,no,no,no,yes,2,no,unfurnished,26.0,0.5
3134000,5095,3,2,1,yes,no,no,no,yes,1,yes,unfurnished,38.0,5.4
2816000,5541,2,2,1,no,yes,no,no,no,0,no,furnished,5.0,11.9
3400000,6265,2,2,1,no,no,yes,no,no,0,no,semi-furnished,1.0,1.3
3012000,4313,3,2,2,yes,no,no,no,no,0,no,unfurnished,3.0,7.6
3043000,3788,3,1,2,yes,no,no,no,no,2,no,unfurnished,8.0,2.2
4197000,5931,4,1,2,yes,yes,yes,no,no,1,no,furnished,19.0,16.2
3188000,3348,2,2,2,yes,no,yes,no,no,1,yes,semi-furnished,2.0,3.2
3984000,6398,2,3,2,yes,no,no,yes,no,0,no,unfurnished,13.0,3.2
2468000,1754,4,2,2,no,yes,yes,no,no,1,no,semi-furnished,5.0,7.3
4183000,7764,2,3,3,yes,no,yes,no,no,3,no,unfurnished,5.0,1.6
3731000,6540,3,4,1,no,no,no,no,no,1,no,unfurnished,13.0,2.7
4615000,6063,5,1,2,yes,no,no,no,yes,2,yes,unfurnished,8.0,4.3
4951000,7662,2,2,1,yes,no,no,no,yes,2,yes,furnished,20.0,3.5
5398000,9164,2,2,2,yes,yes,no,no,yes,2,yes,furnished,2.0,6.0
4397000,7732,3,4,2,yes,no,no,no,no,1,no,furnished,19.0,7.3
2462000,1450,3,4,3,yes,no,no,no,no,2,no,unfurnished,1.0,6.7
3198000,2685,3,2,1,yes,no,yes,no,no,1,no,semi-furnished,3.0,8.5
3774000,4125,4,1,4,yes,no,no,no,yes,2,yes,furnished,13.0,2.9
4542000,5557,2,3,1,yes,yes,no,no,yes,0,yes,semi-furnished,23.0,1.1
4242000,6639,3,1,2,yes,no,no,no,no,1,no,semi-furnished,3.0,11.4
2763000,3903,3,3,1,yes,no,no,no,no,0,no,unfurnished,5.0,15.2
4507000,5911,2,3,3,yes,yes,yes,no,yes,2,yes,unfurnished,9.0,2.4
3589000,3838,4,2,2,yes,no,no,no,no,1,yes,unfurnished,3.0,4.2
3285000,4155,3,2,2,yes,no,no,yes,no,0,no,furnished,20.0,5.5
2571000,2405,3,2,3,no,no,no,yes,yes,0,yes,unfurnished,18.0,6.1
2497000,3469,2,2,1,yes,no,no,no,no,3,no,furnished,2.0,8.6
2519000,2526,3,1,1,yes,no,yes,no,no,2,no,semi-furnished,7.0,0.3
3568000,3353,3,3,3,yes,no,yes,no,no,1,no,furnished,18.0,10.2
5426000,7818,4,4,1,no,yes,yes,yes,yes,2,no,furnished,5.0,0.5
3270000,3411,2,4,1,yes,no,no,no,yes,1,no,furnished,12.0,5.1
6574000,11291,3,1,2,yes,yes,yes,no,yes,1,yes,semi-furnished,1.0,14.1
4510000,6585,3,3,2,yes,no,no,no,yes,3,no,semi-furnished,11.0,4.8
3962000,5907,4,2,1,yes,yes,yes,no,no,0,no,furnished,2.0,1.3
2313000,3612,3,1,1,yes,yes,no,no,yes,1,no,semi-furnished,21.0,33.6
3813000,7041,4,1,1,yes,yes,yes,yes,no,1,no,unfurnished,5.0,17.6
4925000,4234,4,1,2,yes,no,no,yes,yes,1,yes,furnished,4.0,11.8
4700000,5768,5,3,3,yes,no,,no,no,1,yes,furnished,22.0,4.2
6232000,11132,3,2,4,no,no,no,yes,no,1,no,semi-furnished,1.0,1.6
3569000,5289,3,2,2,no,yes,no,no,no,0,no,unfurnished,6.0,22.7
4584000,8028,4,1,1,yes,no,yes,no,yes,1,no,semi-furnished,6.0,6.1
3906000,3953,6,2,3,yes,no,yes,no,yes,0,no,unfurnished,4.0,15.3
3825000,5423,5,1,2,yes,no,no,no,yes,0,no,semi-furnished,29.0,3.3
4358000,9396,3,2,1,yes,no,no,no,yes,0,no,semi-furnished,17.0,3.3
3211000,4121,2,2,3,yes,no,yes,no,yes,2,yes,furnished,1.0,33.9
4759000,9487,3,1,3,no,no,no,no,yes,1,no,unfurnished,15.0,5.9
4696000,7057,4,3,2,yes,yes,no,no,no,2,no,furnished,9.0,1.2
4194000,4263,3,1,2,yes,yes,yes,no,no,2,yes,semi-furnished,28.0,2.0
4419000,6891,3,2,1,yes,no,yes,no,yes,2,no,furnished,5.0,5.3
4999000,7640,4,2,1,yes,no,no,no,no,1,no,semi-furnished,10.0,0.3
4309000,6868,3,2,2,yes,yes,yes,no,yes,1,no,unfurnished,8.0,5.0
2991000,2046,5,1,1,yes,no,yes,no,no,1,no,unfurnished,8.0,4.3
3190000,3900,3,1,2,yes,no,yes,no,no,2,no,furnished,7.0,12.1
4201000,4955,3,3,3,yes,no,yes,yes,no,1,no,semi-furnished,3.0,3.5
3640000,5336,3,1,3,yes,no,no,no,yes,2,yes,semi-furnished,17.0,32.4
5432000,6865,4,3,2,yes,yes,yes,no,yes,2,no,furnished,7.0,1.6
4587000,5891,2,4,3,no,no,yes,no,yes,0,no,semi-furnished,38.0,7.2
1949000,2562,2,1,3,no,yes,no,no,no,0,no,semi-furnished,4.0,0.8
4175000,6336,6,1,2,yes,no,yes,no,no,2,no,semi-furnished,14.0,10.6
3108000,6843,2,2,1,yes,yes,no,no,no,1,no,unfurnished,34.0,42.0
4901000,6732,3,4,1,no,no,no,no,no,0,yes,furnished,13.0,13.7
5216000,7878,3,3,1,yes,no,no,no,no,2,yes,furnished,25.0,6.5
4372000,7335,3,2,1,yes,no,no,no,no,0,no,semi-furnished,21.0,5.3
4436000,6510,4,3,1,yes,yes,yes,no,no,3,no,unfurnished,5.0,14.4
3117000,5346,2,1,1,yes,yes,no,no,yes,2,no,unfurnished,11.0,22.0
2847000,1846,3,4,2,yes,yes,no,no,no,2,no,furnished,2.0,36.2
5010000,6445,3,4,3,yes,no,no,no,yes,0,no,semi-furnished,9.0,4.0
3247000,5957,4,1,1,no,no,yes,no,yes,0,no,semi-furnished,3.0,37.6
4670000,6097,2,1,2,yes,no,yes,no,yes,1,yes,semi-furnished,16.0,1.4
2479000,2691,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,9.0,2.3
1727000,3122,2,1,1,yes,yes,no,no,no,1,yes,unfurnished,6.0,0.7
5982000,7817,3,3,3,yes,yes,no,no,yes,1,yes,furnished,4.0,2.5
2315000,5413,2,2,2,no,no,yes,no,no,0,no,semi-furnished,80.0,11.7
3623000,6999,2,1,2,no,no,yes,no,no,0,no,unfurnished,1.0,15.3
3832000,5562,4,1,3,yes,no,no,no,no,2,no,unfurnished,1.0,12.1
4008000,5565,3,4,1,no,no,no,no,no,0,yes,semi-furnished,3.0,8.0
4745000,7564,5,2,2,yes,yes,yes,no,no,0,no,unfurnished,43.0,5.8
4406000,4365,6,2,1,yes,yes,yes,no,no,2,yes,semi-furnished,46.0,9.9
3727000,5711,3,1,3,yes,no,no,no,yes,3,no,semi-furnished,13.0,4.0
3709000,4483,2,4,2,yes,no,no,no,yes,1,no,unfurnished,25.0,14.7
3351000,4544,3,3,2,no,no,no,no,no,0,no,unfurnished,3.0,9.0
3793000,4820,4,1,1,yes,yes,no,no,yes,1,no,unfurnished,43.0,9.6
3675000,5989,3,1,2,yes,yes,no,no,yes,3,no,semi-furnished,2.0,6.1
3116000,4447,2,1,3,yes,yes,yes,no,no,2,no,unfurnished,1.0,17.3
4654000,8263,3,1,2,yes,yes,no,no,yes,2,no,furnished,1.0,2.3
3589000,3532,4,2,2,yes,yes,no,no,yes,1,yes,furnished,10.0,3.8
3674000,5089,4,3,2,yes,no,no,no,no,1,no,unfurnished,18.0,12.0
3171000,4533,2,2,3,yes,yes,no,no,no,0,no,semi-furnished,5.0,5.4
5425000,8683,4,3,2,yes,yes,yes,no,no,2,no,unfurnished,46.0,17.6
3742000,5932,2,2,3,yes,no,no,yes,no,2,no,semi-furnished,7.0,3.4
4797000,7770,2,2,3,yes,no,no,no,no,3,yes,semi-furnished,2.0,3.7
2834000,2232,5,2,2,yes,no,no,no,yes,1,no,unfurnished,8.0,17.6
3091000,6088,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,14.0,5.0
4222000,7457,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,21.0,5.8
4234000,5681,1,2,3,yes,yes,no,yes,no,2,no,furnished,7.0,3.2
4230000,7844,5,1,1,yes,no,yes,no,no,2,no,unfurnished,11.0,2.6
4291000,4362,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,4.0,8.5
5809000,8601,4,2,3,yes,yes,no,no,no,1,yes,furnished,12.0,1.0
5850000,10558,4,4,2,yes,no,no,no,yes,1,yes,semi-furnished,51.0,16.9
3888000,4702,2,2,2,yes,no,yes,no,no,1,yes,furnished,1.0,12.1
3313000,4520,3,3,1,yes,no,no,no,no,2,no,unfurnished,26.0,1.7
4751000,8697,3,2,1,yes,no,no,yes,no,1,no,semi-furnished,10.0,9.5
4826000,8975,2,3,3,yes,no,no,no,no,2,no,unfurnished,3.0,7.4
2673000,4350,3,2,1,yes,no,yes,no,no,1,no,semi-furnished,37.0,1.6
4453000,4576,5,3,1,yes,no,no,no,no,2,yes,unfurnished,8.0,2.6
3295000,4880,1,2,3,yes,no,yes,no,no,1,no,furnished,5.0,4.2
2825000,2542,3,2,1,yes,no,yes,yes,yes,2,no,furnished,2.0,9.6
3644000,3479,2,2,4,no,yes,no,no,yes,1,yes,furnished,3.0,8.1
2442000,3291,2,2,4,no,no,no,no,yes,1,no,semi-furnished,21.0,6.1
2607000,3811,5,1,1,no,no,no,no,yes,0,no,furnished,11.0,11.7
3095000,5424,3,1,1,yes,yes,yes,no,no,1,no,semi-furnished,29.0,11.3
3260000,6015,3,1,2,yes,no,no,no,no,1,no,semi-furnished,3.0,7.7
5213000,8911,4,3,2,yes,no,no,no,no,1,yes,semi-furnished,2.0,12.4
2779000,3304,2,1,1,yes,yes,no,no,no,3,no,semi-furnished,0.0,3.3
4525000,7666,3,1,2,yes,yes,no,no,no,0,yes,furnished,9.0,17.0
4094000,5029,3,2,1,yes,no,yes,no,yes,2,yes,unfurnished,77.0,7.6
3241000,5391,3,1,3,yes,no,yes,no,no,3,no,semi-furnished,14.0,13.8
3775000,6985,6,2,1,yes,no,yes,no,no,0,no,unfurnished,4.0,6.3
2572000,3030,4,1,1,no,yes,no,yes,no,2,no,semi-furnished,25.0,2.0
4831000,6341,3,4,1,yes,yes,yes,no,no,1,no,unfurnished,18.0,6.3
5034000,5866,4,3,4,yes,no,yes,yes,yes,0,no,semi-furnished,0.0,3.7
4622000,6583,2,3,2,no,no,no,no,no,1,no,unfurnished,20.0,9.6
4041000,6136,1,2,3,yes,no,yes,no,no,3,no,furnished,4.0,5.2
5272000,10902,2,3,2,no,no,yes,no,no,0,no,unfurnished,2.0,14.5
1754000,4097,3,1,1,yes,no,no,no,no,1,no,unfurnished,3.0,9.1
3237000,4332,3,1,1,yes,yes,yes,no,no,1,no,furnished,8.0,9.2
3567000,4129,4,1,2,yes,yes,no,no,yes,2,no,semi-furnished,7.0,2.0
3572000,4278,5,2,2,yes,no,no,no,yes,0,yes,unfurnished,4.0,33.2
3827000,4098,3,2,2,yes,no,yes,no,yes,2,yes,semi-furnished,2.0,14.7
4639000,8116,3,2,1,yes,no,no,no,yes,2,no,furnished,17.0,12.4
4229000,8625,2,1,3,yes,no,no,yes,no,2,no,unfurnished,55.0,3.2
3801000,4244,1,2,1,yes,no,no,no,yes,3,no,furnished,18.0,6.1
3031000,3669,3,2,4,yes,yes,no,no,no,2,no,unfurnished,4.0,1.2
4548000,6537,3,2,1,yes,yes,,yes,no,0,yes,furnished,,
3877000,4285,4,2,2,yes,yes,yes,no,yes,1,no,furnished,3.0,1.3
3850000,6892,2,1,1,yes,yes,no,no,no,1,no,semi-furnished,2.0,6.4
3572000,5946,1,3,2,yes,no,no,no,no,1,no,semi-furnished,10.0,8.4
2207000,2165,3,2,2,yes,yes,no,no,no,1,no,unfurnished,11.0,4.0
4309000,8905,2,1,2,yes,yes,no,no,no,1,yes,furnished,15.0,5.5
4671000,9451,1,1,2,no,no,yes,no,yes,1,no,furnished,14.0,16.7
3301000,4152,4,2,2,yes,no,no,no,no,3,no,semi-furnished,4.0,0.9
2739000,4647,2,3,2,no,no,no,no,no,0,no,unfurnished,5.0,12.6
3757000,6129,4,2,3,yes,no,no,no,no,3,no,semi-furnished,14.0,1.5
4099000,6236,3,1,1,yes,no,yes,no,no,1,no,semi-furnished,5.0,0.3
4818000,6949,2,3,2,yes,no,no,no,yes,2,no,semi-furnished,3.0,1.6
6261000,9922,3,2,2,yes,yes,no,yes,yes,2,no,semi-furnished,6.0,11.6
4661000,5111,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,4.0,4.2
3171000,3744,3,2,2,yes,no,yes,no,no,1,no,semi-furnished,1.0,16.5
2394000,2465,4,1,1,yes,no,yes,yes,no,1,yes,unfurnished,21.0,6.0
3411000,3892,2,2,1,yes,no,no,no,yes,1,no,unfurnished,23.0,0.3
3600000,5427,4,2,1,yes,yes,no,no,yes,3,no,unfurnished,3.0,10.1
5340000,9448,2,4,1,yes,no,no,no,yes,2,no,semi-furnished,1.0,0.9
3815000,4361,4,2,2,yes,no,yes,no,yes,0,no,semi-furnished,16.0,12.5
4085000,5992,3,2,2,yes,no,no,no,no,0,no,furnished,3.0,1.5
4427000,5464,5,2,4,no,yes,no,no,no,1,yes,unfurnished,6.0,3.4
4764000,8114,3,3,2,yes,no,no,no,yes,0,no,semi-furnished,1.0,11.5
5772000,11059,2,3,1,yes,no,yes,no,yes,2,yes,unfurnished,3.0,24.7
4189000,4332,1,2,3,yes,no,yes,no,yes,0,no,furnished,19.0,3.7
3254000,4423,4,2,3,yes,yes,no,no,no,1,no,unfurnished,20.0,14.1
4320000,7797,3,2,2,yes,no,yes,no,no,0,no,unfurnished,3.0,1.7
4614000,7000,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,5.0,13.2
5090000,9563,2,1,4,yes,yes,yes,no,no,2,no,unfurnished,2.0,8.6
4306000,6785,3,2,2,yes,no,no,no,yes,1,no,unfurnished,1.0,1.7
3526000,4710,1,1,3,yes,yes,yes,no,yes,3,yes,unfurnished,58.0,2.9
4815000,6799,6,3,1,yes,no,yes,no,no,2,no,unfurnished,13.0,1.1
4920000,7939,4,1,1,yes,no,no,no,no,1,no,furnished,9.0,3.9
4445000,7305,5,4,2,no,yes,no,no,no,0,no,unfurnished,17.0,1.8
3556000,6616,3,2,2,no,no,no,no,no,2,no,unfurnished,22.0,8.3
4183000,7847,4,2,3,yes,no,no,no,no,3,no,semi-furnished,20.0,41.6
5627000,8072,4,2,4,yes,yes,no,no,yes,2,no,furnished,0.0,0.3
4694000,8541,3,1,2,yes,no,no,no,no,0,yes,furnished,2.0,6.2
4081000,6927,4,2,1,yes,no,no,no,no,3,no,furnished,13.0,6.8
3899000,5132,5,1,3,yes,no,yes,yes,yes,1,yes,unfurnished,6.0,19.6
4319000,5823,5,2,2,no,yes,no,no,no,2,yes,furnished,49.0,5.6
5399000,8154,4,2,1,yes,no,yes,no,no,3,yes,furnished,13.0,6.3
4106000,3703,3,3,2,yes,yes,yes,no,yes,0,no,semi-furnished,38.0,5.1
3702000,6311,3,1,2,no,no,no,no,no,3,no,semi-furnished,3.0,2.5
3862000,4635,6,1,3,yes,no,no,no,yes,1,no,furnished,24.0,0.5
3234000,5563,1,2,2,no,no,no,yes,yes,3,no,furnished,5.0,4.2
4571000,8313,4,3,1,yes,no,no,no,yes,1,no,furnished,55.0,0.4
3671000,5920,4,2,4,no,no,no,no,yes,3,no,unfurnished,2.0,6.4
4775000,5602,4,2,2,yes,no,no,no,yes,0,no,furnished,9.0,2.9
3386000,2508,6,2,2,yes,no,no,no,yes,2,no,semi-furnished,19.0,6.1
3673000,7142,3,1,1,yes,no,no,no,no,1,no,furnished,7.0,1.2
4699000,6920,3,4,2,yes,yes,yes,no,yes,1,no,furnished,8.0,21.6
4425000,10259,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,52.0,18.0
2968000,4823,3,1,1,no,no,no,no,yes,2,no,furnished,7.0,1.7
4774000,5982,3,2,2,yes,no,yes,no,no,0,yes,furnished,11.0,3.4
4294000,6049,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished,1.0,7.6
5451000,8970,4,4,2,yes,yes,yes,no,yes,1,no,semi-furnished,22.0,0.8
4660000,5290,5,1,1,yes,yes,no,no,yes,3,no,unfurnished,13.0,3.5
3265000,6114,2,2,2,yes,no,no,no,no,0,no,furnished,6.0,2.3
3108000,6837,3,1,1,yes,no,no,no,no,0,no,unfurnished,0.0,19.8
4470000,5911,5,2,1,no,no,no,no,yes,0,yes,unfurnished,11.0,15.3
3395000,4518,2,3,1,yes,no,,no,yes,1,no,unfurnished,,6.9
3686000,5927,2,2,3,yes,no,no,no,yes,0,no,semi-furnished,0.0,5.9
3887000,7862,2,2,3,yes,no,no,no,yes,1,no,unfurnished,11.0,21.4
2638000,3242,3,3,1,yes,yes,no,no,no,2,no,furnished,3.0,21.6
3323000,5793,2,1,3,yes,yes,no,yes,no,2,no,furnished,3.0,27.9
3979000,3960,6,1,2,yes,no,yes,no,no,1,yes,furnished,13.0,1.1
4837000,8129,3,1,4,yes,no,yes,no,yes,0,no,unfurnished,1.0,1.4
2739000,2149,3,4,2,yes,no,no,no,no,2,no,semi-furnished,5.0,9.0
3010000,4270,2,2,2,yes,no,no,no,yes,0,no,unfurnished,2.0,6.2
3680000,6330,3,2,1,yes,no,no,no,yes,2,no,semi-furnished,10.0,0.3
5084000,8944,4,2,2,yes,yes,no,no,no,1,no,unfurnished,13.0,0.5
4768000,5355,4,1,4,yes,yes,yes,no,yes,1,yes,unfurnished,15.0,17.5
2860000,4279,4,1,2,no,no,yes,yes,no,1,no,unfurnished,4.0,16.3
4634000,9639,3,1,1,yes,no,no,no,no,2,no,semi-furnished,1.0,3.5
3205000,2314,5,2,1,yes,no,yes,no,yes,0,yes,unfurnished,1.0,17.7
1991000,700,4,1,2,yes,no,no,no,no,1,no,unfurnished,7.0,7.2
3562000,6468,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,35.0,13.1
4068000,4395,2,3,2,yes,no,no,no,yes,2,no,semi-furnished,3.0,4.5
3858000,3253,1,4,4,yes,yes,yes,no,no,3,yes,unfurnished,4.0,1.0
3665000,7058,2,1,1,yes,yes,no,no,no,1,no,semi-furnished,1.0,4.5
3964000,6036,4,1,1,no,yes,no,no,yes,1,no,unfurnished,11.0,4.9
2510000,4259,3,1,3,no,no,no,no,no,3,no,furnished,14.0,6.4
2690000,2683,3,2,1,yes,yes,no,no,no,1,no,semi-furnished,12.0,0.9
5217000,7419,5,3,1,yes,no,no,no,yes,1,yes,furnished,24.0,38.0
3786000,6930,5,1,2,no,no,yes,no,no,1,no,semi-furnished,8.0,2.2
3964000,5282,5,1,3,yes,no,no,no,no,2,no,semi-furnished,2.0,1.8
5034000,9563,3,3,1,yes,yes,no,no,no,0,no,unfurnished,4.0,6.0
3761000,3146,4,2,3,no,yes,yes,no,yes,2,yes,furnished,13.0,6.2
2244000,2144,3,1,3,no,no,yes,no,no,1,no,unfurnished,11.0,4.6
2755000,3978,2,2,1,yes,yes,yes,no,yes,0,no,unfurnished,9.0,11.8
3340000,5400,2,1,2,yes,yes,no,no,no,2,no,semi-furnished,14.0,5.8
3885000,6035,3,2,2,yes,yes,no,no,no,1,no,furnished,12.0,7.5
3589000,4969,3,3,2,no,yes,yes,no,yes,0,no,furnished,26.0,10.3
5144000,6275,4,3,3,no,yes,no,no,yes,2,yes,semi-furnished,11.0,0.3
2588000,2747,2,2,4,yes,no,no,no,no,2,no,furnished,18.0,6.8
4703000,8676,4,4,1,yes,no,yes,no,no,2,no,semi-furnished,3.0,17.2
3715000,5319,3,2,2,yes,no,yes,no,yes,3,yes,unfurnished,14.0,0.3
5707000,7958,3,3,2,yes,yes,yes,no,no,2,yes,furnished,28.0,4.2
3170000,6254,3,2,2,yes,no,no,no,no,0,no,semi-furnished,6.0,20.9
4910000,6505,3,3,2,yes,no,yes,no,yes,1,yes,unfurnished,18.0,3.5
4371000,6753,3,3,1,yes,yes,no,no,yes,2,no,unfurnished,15.0,4.9
3206000,6485,3,1,2,yes,no,no,no,no,1,no,unfurnished,1.0,31.9
5377000,6914,2,4,2,yes,yes,no,no,yes,2,no,unfurnished,10.0,1.8
5068000,8424,2,3,1,yes,no,yes,no,yes,2,no,semi-furnished,2.0,0.5
4194000,5932,3,3,3,yes,no,no,no,yes,1,no,unfurnished,41.0,15.7
4291000,7060,5,1,3,yes,no,no,no,no,3,no,unfurnished,20.0,16.2
4194000,5303,3,3,2,yes,yes,yes,no,yes,1,no,semi-furnished,1.0,5.1
4776000,8668,4,3,1,no,no,yes,no,no,1,no,semi-furnished,2.0,5.8
4015000,4012,4,1,2,yes,yes,no,no,no,3,yes,semi-furnished,11.0,14.5
6184000,9462,5,4,1,yes,no,no,no,yes,1,no,semi-furnished,5.0,10.7
